"stock_code","description","gross_sales_value","units_sold"
"84857B","BLUE MONTE CARLO HANDBAG",46.8,24
"90190A","SILVER/CRYSTAL DROP EARRINGS W LEAF",46.76,16
"21392","RED POLKADOT PUDDING BOWL",46.39,34
"23107","WHITE WIRE PLANT POT HOLDER",46.24,16
"84801B","WHITE HYDRANGEA ART FLOWER",46.2,22
"23047","PAPER LANTERN 5 POINT STUDDED STAR",46,8
"85031A","ROMANTIC IMAGES SCRAP BOOK SET",45.9,16
"90012B","BLACK DROP CRYSTAL NECKLACE",45.35,13
"90064B","BLACK VINTAGE  CRYSTAL EARRINGS",45,12
"23625","SET 6 CARDS SPARKLY REINDEER 17262",44.91,9
"90141B","IVORY PENDANT TRIPLE SHELL NECKLACE",44.86,9
"84906","PINK BUTTERFLY CUSHION COVER",44.85,23
"85185D","FROG SOCK PUPPET",44.25,15
"20670","VIP HOLIDAY PURSE",44.04,14
"47344B","BLUE FLOWER DES PURSE",43.66,44
"79063C","RETRO PILL BOX KEY CHAIN,THE KING",43.65,235
"90056","CHUNKY CRACKED GLAZE NECKLACE IVORY",43.51,4
"20698","LITTLE PINK MONSTER SOFT TOY",43.35,17
"46138B","BLUE CHENILLE SHAGGY CUSHION COVER",43.15,43
"23038","T-LIGHT HOLDER SILVER SAUCER",42.92,44
"84539","KNITTED RABBIT DOLL",42.9,26
"22987","WRAP SUMMER ROSE DESIGN",42.84,102
"20818","GOLD TEDDY BEAR",42.7,15
"16254","TRANSPARENT ACRYLIC TAPE DISPENSER",42.58,40
"84922","PINK BUTTERFLY WASHBAG",42.29,9
"37444C","PINK BREAKFAST CUP AND SAUCER",42.27,21
"90029","NEW BAROQUE SMALL NECKLACE BLACK",42.14,5
"90024F","NEW BAROQUE B'FLY NECKLACE CRYSTAL",42.13,5
"47570b","TEA TIME TABLE CLOTH",42.02,2
"16156L","WRAP, CAROUSEL",42,100
"17084A","TRANQUILITY MASALA INCENSE",42,200
"23231","WRAP  VINTAGE DOILEY",42,100
"90120D","WHITE MURANO TWIST BRACELET",41.79,10
"20666","ECONOMY HOLIDAY PURSE",41.53,30
"23045","PAPER LANTERN 5 POINT STAR MOON 30",41.5,10
"15030","FAN BLACK FRAME",41.47,143
"72807c","SET/3 VANILLA SCENTED CANDLE IN BOX",41.45,5
"84997a","GREEN 3 PIECE POLKADOT CUTLERY SET",41.45,5
"90059D","DIAMANTE HAIR GRIP PACK/2 PERIDOT",41.45,25
"90059E","DIAMANTE HAIR GRIP PACK/2 RUBY",41.37,25
"90039B","FIRE POLISHED GLASS BRACELET MONTAN",41.31,11
"90162C","ANT SILVER FUSCHIA BOUDICCA RING",41.3,14
"84921","CREAM AND PINK FLOWERS PONY",41.25,11
"23448","CREAM BUNNY EASTER EGG BASKET",41.25,25
"75013B","STRING OF 8 BUTTERFLIES,PINK",41.25,25
"90067A","PINK VINTAGE VICTORIAN EARRINGS",41.15,14
"90177E","DROP DIAMANTE EARRINGS GREEN",41.08,14
"90177B","DROP DIAMANTE EARRINGS BLACK DIAMON",41.01,14
"90182C","BLACK 3 BEAD DROP EARRINGS",40.96,14
"90130C","GREEN STONE/CRYSTAL EARRINGS",40.95,14
"90177A","CLASSIC DIAMANTE EARRINGS JET",40.9,14
"23148","MINITURE ANTIQUE ROSE HOOK IVORY",40.8,48
"71495A","CD WALL TIDY BLUE OFFICE",40.38,103
"10120","DOGGY RUBBER",40.32,192
"90214G","LETTER ""G"" BLING KEY RING",40.2,60
"85092","CANDY SPOT TEA COSY",40.05,27
"90187B","GREEN DROP EARRINGS W BEAD CLUSTER",40.03,12
"90165A","PINK ROSEBUD PEARL EARRINGS",39.98,16
"72369A","PINK CLEAR GLASS CANDLE PLATE",39.92,30
"23462","ROCOCO WALL MIROR",39.9,2
"90135","ORANGE/WHT/FUSCHIA STONES NECKLACE",39.66,8
"84725","FREESTYLE CANVAS ART PICTURE",39.65,41
"22972","CHILDRENS SPACEBOY MUG",39.6,24
"84596f","SMALL MARSHMALLOWS PINK BOWL",39.36,16
"84575A","PINK DOG CANNISTER",39.3,14
"21307","SET/4 BUTTERFLY MIRROR MAGNETS",39.2,79
"35910A","MULTICOLOUR EASTER RABBIT",39,20
"47341A","FUSCHIA TABLE RUN FLOWER",38.75,27
"90064A","WHITE VINTAGE CRYSTAL EARRINGS",38.7,10
"21393","BLUE POLKADOT PUDDING BOWL",38.67,29
"85089","CANDY SPOT BUNNY",38.35,13
"84559b","3D SHEET OF CAT STICKERS",38.33,23
"84746","PINK EASTER HENS+FLOWER",38.31,14
"84617","NEW BAROQUE BLACK BOXES",38.25,3
"84925D","LA PALMIERA WALL THERMOMETER",38.25,15
"90190B","GOLD/AMBER DROP EARRINGS W LEAF",38.18,13
"81952B","ROUND BLUE CLOCK WITH SUCKER",38,200
"84033","FLAG OF ST GEORGE",37.95,23
"84809B","PINK CHRYSANTHEMUMS ART FLOWER",37.8,18
"90075","MONTANA DIAMOND CLUSTER NECKLACE",37.66,4
"90199D","5 STRAND GLASS NECKLACE AMBER",37.62,6
"90212B","JET BLACK LAS VEGAS BRACELET ROUND",37.62,10
"79191D","RETRO PLASTIC DAISY TRAY",37.61,35
"23043","PAPER LANTERN 9 POINT HOLLY STAR 40",37.5,6
"72709","IVORY SCULPTED RND CANDLE",37.4,44
"35809a","ENAMEL PINK TEA CONTAINER",37.33,9
"84509b","SET OF 4 FAIRY CAKE PLACEMATS",37.3,5
"47420","ASSORTED COLOUR SUCTION CUP HOOK",37.24,196
"90074","BLACK DIAMOND CLUSTER NECKLACE",37.24,4
"22837","HOT WATER BOTTLE BABUSHKA LARGE",37.2,8
"84751B","BLACK MEDIUM GLASS CAKE STAND",37.11,17
"22407","MONEY BOX FIRST AID DESIGN",36.78,44
"84522","PINK PARTY SUNGLASSES",36.76,20
"90085","CRYSTAL STILETTO PHONE CHARM",36.76,34
"90214H","LETTER ""H"" BLING KEY RING",36.76,48
"71510","SQUARE METAL CANDLEHOLDER BASE",36.52,52
"84548","CROCHET BEAR RED/BLUE  KEYRING",36.3,22
"17090D","VANILLA INCENSE 40 CONES IN TIN",36.25,29
"84226","HEN HOUSE W FAMILY IN BARN & NEST",36.21,51
"85216","ASSORTED CAKES FRIDGE MAGNETS",35.75,55
"90094","NECKLACE+BRACELET SET FRUIT SALAD",35.7,14
"35913B","WHITE/PINK CHICK EASTER DECORATION",35.48,36
"90179C","BLACK FINE BEAD NECKLACE W TASSEL",35.44,6
"90123D","WHITE HEART OF GLASS BRACELET",35.31,6
"90179A","AMBER FINE BEAD NECKLACE W TASSEL",35.31,6
"90011B","BLACK CRYSTAL DROP EARRINGS",35.27,12
"90060F","FIRE POLISHED GLASS NECKL GREEN",35.16,6
"79063D","RETRO PILL BOX , REVOLUTIONARY",35.14,189
"90131","PINK/AMETHYST/GOLD NECKLACE",34.87,5
"23196","LEAVES MAGNETIC  SHOPPING LIST",34.8,24
"90049","IVORY GOLD METAL BAG CHARM",34.77,5
"90059F","DIAMANTE HAIR GRIP PACK/2 LT ROSE",34.69,21
"20827","GOLD APERITIF GLASS",34.32,88
"79406","FROSTED WHITE BASE",34.12,144
"84873A","FUNKY FLOWER PICNIC BAG FOR 4",33.9,2
"90026C","GLASS BEAD HOOP NECKLACE GREEN",33.82,4
"90024C","NEW BAROQUE B'FLY NECKLACE GREEN",33.81,4
"90038C","GLASS AND BEADS BRACELET IVORY",33.69,9
"81950B","FLOWER BLUE CLOCK WITH SUCKER",33.64,116
"72783","BLACK SIL'T SQU CANDLE PLATE",33.6,16
"90129D","AMBER GLASS TASSLE BAG CHARM",33.44,14
"23390","DOLLY GIRL MINI RUCKSACK",33.2,8
"37423","WHITE WITH BLACK CATS PLATE",33.18,78
"72807b","SET/3 OCEAN SCENT CANDLE JEWEL BOX",33.16,4
"35610C","WHITE CHRISTMAS FLOCK DROPLET",32.51,25
"17109D","FLOWER FAIRY INCENSE BOUQUET",32.35,61
"90186A","AMETHYST HOOP EARRING FLORAL LEAF",32.16,11
"37468","HARDMAN MUG 3 ASSORTED",32.03,64
"84824","DANISH ROSE UMBRELLA STAND",31.9,2
"90036B","FLOWER GLASS GARLAND NECKL.36""GREEN",31.8,4
"23366","SET 12 COLOUR PENCILS DOILEY",31.2,48
"23632","SET 10 CARDS CHEERFUL ROBIN 17065",31.2,15
"22937","BAKING MOULD CHOCOLATE CUP CAKES",30.6,12
"22937","BAKING MOULD CUPCAKE CHOCOLATE",30.6,12
"44228","CANNABIS LEAF BEAD CURTAIN",30.6,36
"85018D","YULETIDE IMAGES S/6 PAPER BOXES",30.6,12
"37471","MULTICOLOUR POLKADOT PLATE",30.43,29
"90176B","DIAMANTE NECKLACE BLACK",30.12,4
"20878","SET/9 CHRISTMAS T-LIGHTS SCENTED",30,24
"22953","BIRTHDAY BANNER TAPE",30,24
"23250","ENAMEL BOWL PANTRY",30,24
"23252","ENAMEL JUG PANTRY",30,8
"23396","BUTTERFLY CUSHION COVER",30,8
"23437","GIFT BAG LARGE 50'S CHRISTMAS",30,24
"35610B","BLACK CHRISTMAS FLOCK DROPLET",30,24
"90176E","DIAMANTE NECKLACE GREEN",29.98,4
"90195B","BLACK GEMSTONE BRACELET",29.98,4
"90039A","FIRE POLISHED GLASS BRACELET RED",29.96,8
"21310","CAPIZ CHANDELIER",29.95,1
"90122B","JADE CRYSTAL+GLASS BRACELET",29.93,6
"21667","GLASS CAKE COVER AND PLATE",29.9,2
"90014C","SILVER/BLACK ORBIT NECKLACE",29.85,3
"90136","PALE PINK/AMETHYST STONE NECKLACE",29.85,3
"84660a","WHITE STITCHED WALL CLOCK",29.84,4
"90159","COTE D'AZURE NECKLACE",29.79,6
"90001D","ANTIQUE OLIVE GREEN FLOWER EARRINGS",29.73,7
"90120A","PINK MURANO TWIST BRACELET",29.73,7
"21757","LIGHTHOUSE PRINTED METAL SIGN",29.7,6
"23530","WALL ART,ONLY ONE PERSON",29.7,6
"21040","MODERN VINTAGE COTTON SHOPPING BAG",29.7,22
"35816P","ACRYLIC JEWEL ANGEL,PINK",29.64,78
"90214I","LETTER ""I"" BLING KEY RING",29.62,38
"84706D","CHERRY BLOSSOM TABLE CLOCK",29.6,8
"17136A","BLUE STONES ON WIRE FOR CANDLE",29.59,352
"90162D","ANT SILVER PURPLE BOUDICCA RING",29.5,10
"84465","15 PINK FLUFFY CHICKS IN BOX",29.5,10
"82605","OLD DOC RUSSEL METAL SIGN",29.4,14
"84558a","3D DOG PICTURE PLAYING CARDS",29.31,5
"85030","FRENCH CHATEAU OVAL PLATTER",29.25,15
"90214N","LETTER ""N"" BLING KEY RING",29.23,41
"21011","GLITTER SNOW PEAR TREE DECORATION",29,20
"84199","GLOW IN DARK DOLPHINS",28.98,138
"46776f","WOVEN ROSE GARDEN CUSHION COVER",28.91,7
"90152A","SILVER/NAT SHELL NECKLACE W PENDANT",28.76,5
"84803B","WHITE ALLIUM  ARTIFICIAL FLOWER",28.73,17
"90093","CLEAR CRYSTAL STAR PHONE CHARM",28.57,52
"90027D","GLASS BEAD HOOP EARRINGS AMETHYST",28.4,9
"17165D","ASS COL LARGE SAND FROG P'WEIGHT",28.35,27
"23380","PACK OF 12 DOILEY TISSUES",28.08,72
"84798B","PURPLE FOXGLOVE ARTIIFCIAL FLOWER",28.05,11
"90005A","JADE GREEN ENAMEL HAIR COMB",28.02,14
"90214R","LETTER ""R"" BLING KEY RING",28.01,41
"84613A","PINK NEW BAROQUE FLOCK CANDLESTICK",27.9,6
"79066k","RETRO MOD TRAY",27.77,17
"23613","SET 10 XMAS CARDS & BADGES 17070",27.39,11
"23637","SET 10 CARDS OUT OF ORDER 17216",27.39,11
"85126","LARGE ROUND CUTGLASS CANDLESTICK",27.14,2
"23702","High Resolution Image",27,4
"79323P","PINK CHERRY LIGHTS",27,4
"44235","ASSORTED COLOURED CIRCLE MOBILE",26.88,64
"84993a","75 GREEN PETIT FOUR CASES",26.56,32
"35598A","DUSTY PINK CHRISTMAS TREE 60CM",26.55,9
"84675","FROG KING WATERING CAN",26.55,9
"90059B","DIAMANTE HAIR GRIP PACK/2 BLACK DIA",26.52,16
"21836","GINGHAM OVEN GLOVE RED HEART",26.49,5
"72140E","BEST DAD CANDLE LETTERS",26.35,31
"90212C","PURPLE LAS VEGAS BRACELET ROUND",26.25,7
"23636","SET 10 CARDS WISHING TREE 17116",26.19,9
"85017C","ENVELOPE 50 CURIOUS IMAGES",26.17,49
"90183C","BLACK DROP EARRINGS W LONG BEADS",26.15,9
"35916B","BLUE FELT HANGING HEART W FLOWER",26.11,16
"84968B","SET OF 16 VINTAGE IVORY CUTLERY",25.5,2
"90026D","GLASS BEAD HOOP NECKLACE AMETHYST",25.5,3
"84968f","SET OF 16 VINTAGE SKY BLUE CUTLERY",25.49,1
"35910B","PINK FLOWERS RABBIT EASTER",25.35,13
"90026B","GLASS BEAD HOOP NECKLACE MONTANA",25.32,3
"90037B","TINY CRYSTAL BRACELET GREEN",25.28,10
"90013D","PURPLE VINTAGE EARRINGS",25.17,6
"84596e","SMALL LICORICE DES PINK BOWL",25.1,10
"90033","IVORY SHELL HEART EARRINGS",25.07,10
"23104","IVORY PANTRY HANGING LAMP",25,2
"22135","LADLE LOVE HEART PINK",24.98,39
"23214","BELL HEART ANTIQUE GOLD",24.96,12
"90016C","SILVER/BLACK PENDANT ORBIT NECKLACE",24.96,3
"23240","SET OF 4 KNICK KNACK TINS  DOILEY",24.9,6
"23620","SET 10 CARDS PERFECT POST 17090",24.9,10
"15060b","FAIRY CAKE DESIGN UMBRELLA",24.87,3
"85034a","3 GARDENIA MORRIS BOXED CANDLES",24.87,3
"85115B","S/4 BLACK DISCO PARTITION PANEL",24.87,3
"85132c","CHARLIE AND LOLA FIGURES TINS",24.87,3
"90043","COPPER AND BRASS BAG CHARM",24.81,4
"90059C","DIAMANTE HAIR GRIP PACK/2 MONTANA",24.79,15
"90214B","LETTER ""B"" BLING KEY RING",24.77,37
"20820","SILVER LOOKING MIRROR",24.75,5
"84854","GIRLY PINK TOOL SET",24.75,5
"90141E","ORANGE PENDANT TRIPLE SHELL NECKLAC",24.75,5
"20778","GARDEN PATH NOTEBOOK",24.75,15
"84993B","75 BLACK PETIT FOUR CASES",24.36,58
"90076","MONTANA DIAMOND CLUSTER EARRINGS",24.12,9
"21461","BLUE EASTER EGG HUNT START POST",23.86,10
"47503J","SET/3 FLORAL GARDEN TOOLS IN BAG",23.85,3
"84562A","PINK/WHITE RIBBED MELAMINE JUG",23.85,3
"21357","TOAST ITS - DINOSAUR",23.75,19
"35909A","RABBIT EASTER DECORATION",23.6,8
"35909B","PINK FLOWERS RABBIT EASTER",23.6,8
"90083","CRYSTAL CZECH CROSS PHONE CHARM",23.47,25
"22246","GARLAND, MAGIC GARDEN 1.8M",23.4,12
"23244","CANNISTER VINTAGE LEAF DESIGN",23.4,12
"90176C","DIAMANTE NECKLACE",23.32,3
"23623","SET 10 CARD CHRISTMAS WELCOME 17112",23.28,8
"90182A","AMBER 3 BEAD DROP EARRINGS",23.2,8
"90104","PURPLE FRANGIPANI HAIRCLIP",23.16,28
"23236","STORAGE TIN VINTAGE DOILEY",23.13,7
"23106","ZINC PLANT POT HOLDER",23.12,8
"85195","HANGING HEART BASKET",23.1,11
"85206B","PINK FELT EASTER EGG BASKET",23.1,14
"22351","DOTCOMGIFTSHOP TEA TOWEL",23.09,13
"90214Y","LETTER ""Y"" BLING KEY RING",22.84,66
"23145","ZINC T-LIGHT HOLDER STARS LARGE",22.8,24
"90054","CRACKED GLAZE EARRINGS RED",22.58,9
"90188","DROP EARRINGS W FLOWER & LEAF",22.58,9
"90039C","FIRE POLISHED GLASS BRACELET BLACK",22.48,6
"90176A","CLASSIC DIAMANTE NECKLACE JET",22.48,3
"23640","SET 10 CARDS SCOTTIE DOG 17211",22.41,9
"23645","SET 10 CHRISTMAS CARDS HOHOHO 16956",22.41,9
"21018","BIRD BOX CHRISTMAS TREE DECORATION",22.06,24
"90035C","PEARL & SHELL 42""NECKL. IVORY",21.5,2
"84387A","BIRD ON BRANCH CANVAS SCREEN",21.45,11
"84551","CROCHET DOG KEYRING",21.45,13
"20695","FLORAL BLUE MONSTER",21.25,5
"90001B","ANTIQUE MID BLUE FLOWER EARRINGS",21.15,5
"90001C","ANTIQUE OPAL WHITE FLOWER EARRINGS",21.13,5
"90125E","AMBER BERTIE GLASS BEAD BAG CHARM",21.05,11
"16169P","WRAP GREEN RUSSIAN FOLKART",21,50
"23691","KEEP CALM BIRTHDAY WRAP",21,50
"23692","WRAP A PRETTY THANK YOU",21,50
"90001A","ANTIQUE RASPBERRY FLOWER EARRINGS",20.95,5
"17001","HEAVENS SCENT FRAGRANCE OILS ASSTD",20.88,72
"23388","WOODLAND MINI RUCKSACK",20.75,5
"47518f","ICON PLACEMAT POP ART ELVIS",20.73,5
"46776a","WOVEN BUBBLE GUM CUSHION COVER",20.65,5
"90141D","ROSE PENDANT TRIPLE SHELL NECKLACE",20.36,4
"90214P","LETTER ""P"" BLING KEY RING",20.23,39
"90034","WHITE SILVER NECKLACE SHELL GLASS",20.17,2
"84415B","BLUE FLOCK CUSHION COVER",20,8
"23601","SET 10 CARDS SNOWY SNOWDROPS  17100",19.92,8
"23616","SET 10 CARDS JINGLE BELLS 17217",19.92,8
"23646","SET 10 CARDS JINGLE BELLS 16957",19.92,8
"21681","GIANT MEDINA STAMPED METAL BOWL",19.9,2
"22776","CAKESTAND, 3 TIER, LOVEHEART",19.9,2
"37491A","YELLOW/PINK CERAMIC CANDLE HOLDER",19.81,6
"90156","RESIN BRACELET W PASTEL BEADS",19.8,4
"23029","DOORKNOB CRACKED GLAZE GREEN",19.8,12
"23031","DOORKNOB CRACKED GLAZE PINK",19.8,12
"23249","ENAMEL DINNER PLATE PANTRY",19.8,12
"85024C","PINK SMALL JEWELLED PHOTOFRAME",19.8,12
"37487B","YELLOW/ORANGE FLOWER DESIGN PLATE",19.72,68
"85028L","FRENCH CHATEAU LARGE FRUIT BOWL",19.5,10
"79062D","RETRO TIN ASHTRAY,REVOLUTIONARY",19.4,52
"85047","WHITE BEADED GARLAND STRING 20LIGHT",19.05,3
"21416","CLAM SHELL LARGE",18.75,5
"21538","DAIRY MAID  PUDDING BOWL",18.75,5
"23056","CRYSTAL CHANDELIER T-LIGHT HOLDER",18.75,3
"84856S","SMALL TAHITI BEACH BAG",18.6,4
"90041","PEARL AND CHERRY QUARTZ BRACLET",18.27,5
"35607B","BLACK FEATHER CHRISTMAS DECORATION",18.24,96
"72821","CUPID SCENTED CANDLE IN GLASS",18.15,11
"21661","VINTAGE GLASS TEA CADDY",17.85,3
"90060D","FIRE POLISHED GLASS NECKL BRONZE",17.85,3
"22134","LADLE LOVE HEART RED",17.82,24
"84856L","LARGE TAHITI BEACH BAG",17.82,2
"20935","ROUND CACTUS CANDLE",17.7,6
"90162A","ANT SILVER TURQUOISE BOUDICCA RING",17.7,6
"90027A","GLASS BEAD HOOP EARRINGS BLACK",17.66,6
"90179B","PURPLE FINE BEAD NECKLACE W TASSEL",17.59,3
"84596b","SMALL DOLLY MIX DESIGN ORANGE BOWL",17.57,7
"90011A","MIDNIGHT BLUE CRYSTAL DROP EARRINGS",17.51,6
"79331","PINK FLOCK GLASS CANDLEHOLDER",17.5,26
"90130A","WHITE STONE/CRYSTAL EARRINGS",17.5,6
"35597D","PINK/WHITE CHRISTMAS TREE 30CM",17.48,46
"23627","SET 10 CARDS XMAS GRAPHIC  17218",17.43,7
"22963","JAM JAR WITH BLUE LID",17.28,24
"37489D","PINK/GREEN FLOWER DESIGN BIG MUG",17.16,40
"22777","GLASS BELL JAR LARGE",17,2
"23342","MINT DINER CLOCK",17,2
"35645","VINTAGE BEAD PINK JEWEL BOX",17,4
"44092C","PURPLE/COPPER HANGING LAMPSHADE",17,20
"47574B","ENGLISH ROSE SCENTED HANGING HEART",17,4
"85084","HOLLY TOP CHRISTMAS STOCKING",17,20
"90026A","GLASS BEAD HOOP NECKLACE BLACK",17,2
"21120","*Boombox Ipod Classic",16.98,1
"20954","*USB Office Mirror Ball",16.94,2
"21595","Dad's Cab Electronic Meter",16.94,2
"85035a","GARDENIA 3 WICK MORRIS BOXED CANDLE",16.94,2
"90024D","NEW BAROQUE B'FLY NECKLACE PINK",16.82,2
"90024E","NEW BAROQUE B'FLY NECKLACE MONTANA",16.81,2
"21144","PINK POODLE HANGING DECORATION",16.8,5
"37489B","BLUE/YELLOW FLOWER DESIGN BIG MUG",16.77,31
"23644","SET 10 CARDS CHRISTMAS TREE 16955",16.65,5
"84031a","CHARLIE+LOLA RED HOT WATER BOTTLE",16.63,1
"84031b","CHARLIE LOLA BLUE HOT WATER BOTTLE",16.63,1
"DCGS0004","HAYNES CAMPER SHOULDER BAG",16.63,1
"85036a","GARDENIA 1 WICK MORRIS BOXED CANDLE",16.58,2
"90137","PINK COMBO MINI CRYSTALS NECKLACE",16.31,3
"16248B","BLUE HOLE PUNCH",16.25,13
"23502","PLAYING CARDS VINTAGE DOILEY",16.25,13
"35647","VINTAGE BEAD PINK SHADE",16.25,13
"85160a","WHITE BIRD GARDEN DESIGN MUG",16.13,1
"90214V","LETTER ""V"" BLING KEY RING",15.98,26
"72815","3 WICK CHRISTMAS BRIAR CANDLE",15.97,3
"84795C","OCEAN STRIPE HAMMOCK",15.9,2
"85136B","BLUE SHARK HELICOPTER",15.9,2
"22778","GLASS BELL JAR SMALL",15.8,4
"DCGS0069","OOH LA LA DOGS COLLAR",15.79,1
"20816","GOLD FLOWER CUSHION COVER",15.6,8
"78034B","BLUE NETTING STORAGE HANGER",15.6,8
"90214F","LETTER ""F"" BLING KEY RING",15.43,27
"17107D","FLOWER FAIRY 5 SUMMER DRAW LINERS",15.3,6
"22932","BAKING MOULD TOFFEE CUP  CHOCOLATE",15.3,6
"35817P","ACRYLIC JEWEL SNOWFLAKE,PINK",15.3,6
"90132","LIGHT TOPAZ TEAL/AQUA COL NECKLACE",15.16,3
"72024U","LILAC VOTIVE CANDLE",15.12,72
"90140","PINK SWEETIE NECKLACE",15.12,2
"84660b","BLACK STITCHED WALL CLOCK",15.08,2
"35610A","PINK CHRISTMAS FLOCK DROPLET",15.02,10
"17191A","ROSE FLOWER CANDLE+INCENSE 16X16CM",15,4
"23212","PAINTED HEART WREATH WITH BELL",15,12
"23251","ENAMEL MUG PANTRY",15,12
"23449","SET OF 6 EASTER RAINBOW CHICKS",15,12
"84415A","PINK FLOCK SUEDE CUSHION COVER",15,12
"84462","3 PINK HEN+CHICKS IN BASKET",15,12
"84705C","PINK FLOCK PHOTO FRAME",15,12
"90069","RUBY GLASS CLUSTER NECKLACE",15,2
"90078","PINK/WHITE GLASS DEMI CHOKER",15,2
"90189A","SILVER 2 STRAND NECKLACE-LEAF CHARM",15,2
"90025F","BAROQUE BUTTERFLY EARRINGS CRYSTAL",14.96,4
"23621","SET 10 CARDS DAVID'S MADONNA 17074",14.94,6
"23281","FOLDING MIRROR RED",14.94,18
"23282","FOLDING MIRROR IVORY",14.94,18
"84509g","SET OF 4 FAIRY CAKE PLACEMATS",14.92,2
"84989A","75 GREEN FAIRY CAKE CASES",14.85,27
"85031C","CURIOUS IMAGES SCRAP BOOK SET",14.85,3
"90046","WHITE WITH METAL BAG CHARM",14.85,3
"90048","GREEN WITH METAL BAG CHARM",14.85,3
"84593","CROCHET ROSE DES CLOTHES HANGER",14.75,5
"23634","SET 10 CARDS XMAS CHOIR 17068",14.55,5
"16202B","PASTEL BLUE PHOTO ALBUM",14.5,29
"90027C","GLASS BEAD HOOP EARRINGS GREEN",14.5,5
"90182B","AMETHYST 3 BEAD DROP EARRINGS",14.5,5
"37489A","YELLOW/PINK FLOWER DESIGN BIG MUG",14.43,33
"47593A","CAROUSEL PONIES BABY BIB",14.37,33
"90052","CRACKED GLAZE NECKLACE BROWN",14.14,2
"62043B","BLUE CHECK BAG W HANDLE 34X20CM",14.11,17
"71143","ANTIQUE SILVER BOOK MARK WITH BEADS",14.11,17
"90089","PINK CRYSTAL SKULL PHONE CHARM",13.94,20
"23540","WALL ART , THE MAGIC FOREST",13.9,2
"79336","LIGHT PINK FLOCK GLASS CANDLEHOLDER",13.68,36
"37489C","GREEN/BLUE FLOWER DESIGN BIG MUG",13.65,23
"85017A","ENVELOPE 50 ROMANTIC IMAGES",13.58,16
"90065B","BLACK VINT ART DEC CRYSTAL BRACELET",13.5,2
"90214T","LETTER ""T"" BLING KEY RING",13.46,24
"84745A","PINK HANGING GINGHAM EASTER HEN",13.44,32
"84745B","BLUE HANGING GINGHAM EASTER HEN",13.44,32
"90014C","SILVER AND BLACK ORBIT NECKLACE",13.35,2
"23639","SET 10 CARDS MAGICAL TREE 17086",13.32,4
"23271","CHRISTMAS TABLE CANDLE SILVER SPIKE",13.28,16
"23607","SET 10 CARDS HATS & STOCKINGS 17081",13.28,8
"22952","72 CAKE CASES VINTAGE CHRISTMAS",13.2,24
"37491C","GREEN/BLUE CERAMIC CANDLE HOLDER",13.2,8
"84388","WISE MAN STAR SHAPE EGG PAN",13.14,24
"37462E","PET MUG, GOLDFISH",13.1,36
"16162L","THE KING GIFT BAG",13,20
"47013C","WINE BOTTLE DRESSING DARK BLUE",12.97,52
"18097A","PINK TALL PORCELAIN T-LIGHT HOLDER",12.75,5
"21895","POTTING SHED SOW 'N' GROW SET",12.72,2
"DCGS0070","CAMOUFLAGE DOG COLLAR",12.72,1
"90042C","FRESHWATER PEARL BRACELET IVORY",12.7,5
"90055","CRACKED GLAZE EARRINGS BROWN",12.53,5
"90037C","TINY CRYSTAL BRACELET BLUE",12.52,5
"20671","BLUE TEATIME PRINT BOWL",12.5,10
"23071","MARIE ANTOIENETT TRINKET BOX GOLD",12.5,1
"23635","SET 10 CARDS CHRISTMAS HOLLY  17259",12.48,3
"90020","FILIGREE DIAMANTE CHAIN",12.48,1
"23654","SET 10 CARD SNOWMAN 16965",12.45,5
"82613c","METAL SIGN,CUPCAKE SINGLE HOOK",12.4,5
"79329","PINK FLOCK GLASS CANDLEHOLDER",12.18,12
"84016","FLAG OF ST GEORGE CAR FLAG",12.16,27
"90021","LASER CUT MULTI STRAND NECKLACE",11.95,1
"90178B","PURPLE CHUNKY GLASS+BEAD NECKLACE",11.95,1
"84614A","PINK BAROQUE FLOCK CANDLE HOLDER",11.9,2
"84620","BLUE GINGHAM ROSE CUSHION COVER",11.9,2
"44092B","BLUE WHITE PLASTIC RINGS LAMPSHADE",11.9,14
"90214Z","LETTER ""Z"" BLING KEY RING",11.84,22
"37444B","BLUE BREAKFAST CUP AND SAUCER",11.8,4
"35818B","ACRYLIC JEWEL ICICLE, BLUE",11.78,31
"16162M","THE KING GIFT BAG 25x24x12cm",11.76,28
"16043","POP ART PUSH DOWN RUBBER",11.76,98
"23605","SET 10 CARDS 12 DAYS OF XMAS 17059",11.64,4
"23608","SET 10 CARDS RUDOLPHS NOSE 17097",11.64,4
"85184c","SET 4 VALENTINE DECOUPAGE HEART BOX",11.58,2
"71050","SMALL SINGLE FLAME CANDLE HOLDER",11.55,33
"72798C","SET/4 GARDEN ROSE DINNER CANDLE",11.55,7
"90152B","BLUE/GREEN SHELL NECKLACE W PENDANT",11.46,2
"17164B","ASS COL SMALL SAND GECKO P'WEIGHT",11.34,27
"23299","FOOD COVER WITH BEADS , SET 2 SIZES",11.25,3
"90025D","BAROQUE BUTTERFLY EARRINGS PINK",11.19,3
"84536a","ENGLISH ROSE NOTEBOOK A7 SIZE",11.06,14
"37488A","YELLOW PINK FLOWER DESIGN BIG BOWL",10.92,28
"79026B","S/4 ICON COASTER,ELVIS LIVES",10.61,25
"16161M","WRAP  PINK FLOCK",10.5,25
"16169N","WRAP BLUE RUSSIAN FOLKART",10.5,25
